Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Lachnospiraceae	186803	gm0386	family					"21H-Biline-8,12-dipropanoic acid, 3,18-diethyl-1,4,5,15,16,19,22,24-octahydro-2,7,13,17-tetramethyl-1,19-dioxo-"	6433298		
Lachnospiraceae	186803	gm0386	family					Murideoxycholate	21158657		CHEBI:58876
Lachnospiraceae	186803	gm0386	family					Pentahomomethionine	25010767		CHEBI:50713
Lachnospiraceae	186803	gm0386	family					7-Hydroxy-3-oxocholanoic acid	53477692	HMDB0000460	
Lachnospiraceae	186803	gm0386	family					Nutriadeoxycholate vulpecholate			
Lachnospiraceae	186803	gm0386	family					7a-hydroxy-3-oxo-5b-cholanoate			
Parabacteroides	375288	gm0495	genus					2-Hydroxy-2-methylbutanenitrile	97823		CHEBI:60954
Parabacteroides	375288	gm0495	genus					Proline	145742	HMDB0000162	CHEBI:17203
Parabacteroides	375288	gm0495	genus					Valyl-Hydroxyproline	10242944	HMDB0029128	
Ruminococcaceae	541000	gm0581	genus					Creatine	586	HMDB0000064	CHEBI:16919
Ruminococcaceae	541000	gm0581	genus					Chenodeoxycholic acid	10133	HMDB0000518	CHEBI:16755
Ruminococcaceae	541000	gm0581	genus					4-Acetamidobutyric acid	18189	HMDB0003681	CHEBI:17645
Ruminococcaceae	541000	gm0581	genus					Betonicine	164642	HMDB0029412	CHEBI:85533
Ruminococcaceae	541000	gm0581	genus					N(6)-Methyllysine	164795	HMDB0002038	CHEBI:17604
Ruminococcaceae	541000	gm0581	genus					N-Acetyl-D-Mannosamine	439281		CHEBI:63153
Ruminococcaceae	541000	gm0581	genus					N-Isovaleroylglycine	546304	HMDB0000678	CHEBI:70984
Ruminococcaceae	541000	gm0581	genus					12-Ketolithocholic acid	3080612	HMDB0000328	CHEBI:139134
Ruminococcaceae	541000	gm0581	genus					"21H-Biline-8,12-dipropanoic acid, 3,18-diethyl-1,4,5,15,16,19,22,24-octahydro-2,7,13,17-tetramethyl-1,19-dioxo-"	6433298		
Ruminococcaceae	541000	gm0581	genus					Murideoxycholate	21158657		CHEBI:58876
Ruminococcaceae	541000	gm0581	genus					Pentahomomethionine	25010767		CHEBI:50713
Ruminococcaceae	541000	gm0581	genus					Nutriadeoxycholate vulpecholate			
Ruminococcaceae	541000	gm0581	genus					7a-hydroxy-3-oxo-5b-cholanoate			
Blautia	572511	gm0117	genus					l-Isoleucine	6306	HMDB0000172	CHEBI:17191
Blautia	572511	gm0117	genus					1-Methoxypyrene	160236	HMDB0060324	CHEBI:81610
Blautia	572511	gm0117	genus					Valyl-Hydroxyproline	10242944	HMDB0029128	
Intestinibacter	1505657	gm0767	genus					2-Hydroxy-2-methylbutanenitrile	97823		CHEBI:60954
Intestinibacter	1505657	gm0767	genus					Proline	145742	HMDB0000162	CHEBI:17203
Intestinibacter	1505657	gm0767	genus					1-Methoxypyrene	160236	HMDB0060324	CHEBI:81610
Intestinibacter	1505657	gm0767	genus					Valyl-Hydroxyproline	10242944	HMDB0029128	
Hungatella	1649459	gm0787	genus					2-Hydroxy-2-methylbutanenitrile	97823		CHEBI:60954
Hungatella	1649459	gm0787	genus					Proline	145742	HMDB0000162	CHEBI:17203
Hungatella	1649459	gm0787	genus					Valyl-Hydroxyproline	10242944		
Ruminococcus torques	33039	gm0594	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Roseburia gnavus		gm0798	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Roseburia obeum  A2-162		gm0923	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Acetate	175		CHEBI:30089
Roseburia gnavus		gm0798	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Formate	283		CHEBI:15740
Ruminococcus torques	33039	gm0594	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Roseburia gnavus		gm0798	species	D-Glucose	5793	HMDB0000122	CHEBI:4167	Lactate	91435		CHEBI:24996
Roseburia inulinivorans DSM 16841	622312	gm0911	strain	D-Glucose	5793	HMDB0000122	CHEBI:4167	Butyrate	104775		CHEBI:17968
Ruminococcus sp.	41978	gm0593	species	L-Fucose	17106	HMDB0000174	CHEBI:2181	Propionate	104745		CHEBI:17272
Akkermansia muciniphila DSM 22959		gm0924	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	Propionate	104745		CHEBI:17272
Roseburia inulinivorans DSM 16841	622312	gm0911	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	Propionate	104745		CHEBI:17272
Clostridium botulinum	1491	gm0191	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Clostridium sp. MSTE9gi		gm0919	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Anaerotignum propionicum DSM 1682	991789	gm0920	strain	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Peptoniphilus indolicus	33030	gm0795	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Coprococcus eutactus ATCC 27759	411474	gm0917	strain	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Fusobacterium sp.	68766	gm0347	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Coprococcus catus VPI-C6-61		gm0921	strain	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Desulfosporosinus sp.	157907	gm0793	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Anaerotignum lactatifermentans DSM 14214	1121323	gm0922	strain	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Coprococcus comes ATCC 27758	470146	gm0918	strain	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Megasphaera sp.	2023260	gm0792	species	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Coprococcus eutactus ATCC 27759	411474	gm0917	strain	Formate	283		CHEBI:15740	Propionate	104745		CHEBI:17272
Coprococcus comes ATCC 27758	470146	gm0918	strain	Formate	283		CHEBI:15740	Propionate	104745		CHEBI:17272
Megasphaera elsdenii DSM 20460	1064535	gm0925	strain	Acrylate	25188		CHEBI:37080	Propionate	104745		CHEBI:17272
Anaerotignum propionicum DSM 1682	991789	gm0920	strain	Acrylate	25188		CHEBI:37080	Propionate	104745		CHEBI:17272
Coprococcus catus VPI-C6-61		gm0921	strain	Acrylate	25188		CHEBI:37080	Propionate	104745		CHEBI:17272
Coprococcus catus VPI-C6-61		gm0921	strain	Butyrate	104775		CHEBI:17968	Propionate	104745		CHEBI:17272
Roseburia inulinivorans DSM 16841	622312	gm0911	strain	Butyrate	104775		CHEBI:17968	Propionate	104745		CHEBI:17272
Salmonella enterica TAM 6421		gm0926	strain	Propanediol	134919			Propionate	104745		CHEBI:17272
Roseburia inulinivorans DSM 16841	622312	gm0911	strain	Propanediol	134919			Propionate	104745		CHEBI:17272
Veillonella parvula  L59	29466	gm0927	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Phascolarctobacterium faecium	33025	gm0791	species	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Veillonella dispar	39778	gm0677	species	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Clostridium hathewayi DSM 13479 ZP_6112601		gm0928	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Dialister succinatiphilus YIT 11850	742743	gm0929	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Phascolarctobacterium succinatutens YIT 12067	626939	gm0930	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Selenomonas ruminantium  TAM 6421		gm0931	strain	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Butyrivibrio fibrisolvens	831	gm0782	species					Butyrate	104775		CHEBI:17968
Butyrivibrio fibrisolvens	831	gm0782	species					Butyrate	104775		CHEBI:17968
Clostridium	1485	gm0187	genus					Butyrate	104775		CHEBI:17968
Clostridium	1485	gm0187	genus					Butyrate	104775		CHEBI:17968
Eubacterium	1730	gm0309	genus					Butyrate	104775		CHEBI:17968
Eubacterium	1730	gm0309	genus					Butyrate	104775		CHEBI:17968
Bacteroides thetaiotaomicron ATCC 29148D-5		gm0944	strain					Phenylacetic acid	999	HMDB0000209	CHEBI:30745
Bacteroides ovatus	28116	gm0084	species					Phenylacetic acid	999	HMDB0000209	CHEBI:30745
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Enterobacteriaceae	543	gm0282	family	Tyrosine	6057	HMDB0000158	CHEBI:17895	Phenyl sulfate	18795569		CHEBI:85289
Slackia sp. TM-30		gm0950	species	Daidzein	5281708	HMDB0003312	CHEBI:28197	Equol	91469	HMDB0002209	CHEBI:34741
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					gamma-Aminobutyric acid	119	HMDB0000112	CHEBI:16865
Bifidobacterium dentium ATCC 27678	473819	gm0952	strain					Acetate	175		CHEBI:30089
Clostridium orbiscindens	292800	gm0823	species					3-(4-Hydroxyphenyl)propionic acid	10394	HMDB0002199	CHEBI:32980
Lactobacillus reuteri D8		gm0967	strain					Indole-3-carboxaldehyde	10256	HMDB0029737	CHEBI:28238
Saccharomyces cerevisiae	4932	gm0816	species					Purine	1044	HMDB0001366	CHEBI:17258
Saccharomyces cerevisiae	4932	gm0816	species					Uric acid	1175	HMDB0000289	CHEBI:17775
Bifidobacterium sp. LKM512		gm0972	species	Sennoside	656822		CHEBI:34974	Rheinanthrone	119396	HMDB0039449	CHEBI:174546
Bifidobacterium sp. LKM10070		gm0973	species	Sennoside	656822		CHEBI:34974	Rheinanthrone	119396	HMDB0039449	CHEBI:174546
Enterococcus durans TN-3		gm0974	strain					Butyrate	104775		CHEBI:17968
Escherichia	561	gm0304	genus					Indole	798	HMDB0000738	CHEBI:16881
Bacteroides	816	gm0077	genus					Indole	798	HMDB0000738	CHEBI:16881
Clostridium	1485	gm0187	genus					Indole	798	HMDB0000738	CHEBI:16881
Propionibacterium freudenreichii TL133		gm0975	strain					Acetate	175		CHEBI:30089
Propionibacterium freudenreichii TL133		gm0975	strain					Propionate	104745		CHEBI:17272
Propionibacterium freudenreichii TL133		gm0975	strain					Butyrate	104775		CHEBI:17968
Bacteroides thetaiotaomicron BT_0558		gm0976	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	GDP-L-fucose	135412609	HMDB0001095	CHEBI:17009
Bacteroides thetaiotaomicron BT_1224		gm0977	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	GDP-L-fucose	135412609	HMDB0001095	CHEBI:17009
Bacteroides thetaiotaomicron BT_1225		gm0978	strain	L-Fucose	17106	HMDB0000174	CHEBI:2181	GDP-L-fucose	135412609	HMDB0001095	CHEBI:17009
Enterobacteriaceae	543	gm0282	family					Oxiglutatione	65359	HMDB0003337	CHEBI:17858
Enterobacteriaceae	543	gm0282	family					Cysteine-glutathione disulfide	3080690	HMDB0000656	
Christensenellaceae	990719	gm0174	family					Butyrate	104775		CHEBI:17968
Lactobacillus	1578	gm0393	genus					Butyrate	104775		CHEBI:17968
Blautia	572511	gm0117	genus					Butyrate	104775		CHEBI:17968
Nippostrongylus brasiliensis	27835	gm0862	species					Succinate	160419		CHEBI:30031
Tritrichomonas	5723	gm0863	genus					Succinate	160419		CHEBI:30031
Faecalibacterium prausnitzii	853	gm0327	species					"Methanol, (methyl-ONN-azoxy)-"	11554		
Klebsiella	570	gm0380	genus	Melamine	7955	HMDB0041922	CHEBI:27915	Cyanuric acid	7956	HMDB0041861	CHEBI:38028
Bacteroides sp.	2778071	gm0086	species					Propionate	104745		CHEBI:17272
Anaerococcus hydrogenalis DSM 7454	561177	gm1009	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Clostridium asparagiforme DSM 15981	518636	gm1010	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Clostridium hathewayi DSM 13749		gm1011	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Clostridium sporogenes ATCC 15579	471871	gm1012	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Escherichia fergusonii ATCC 35469	585054	gm1013	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Proteus penneri ATCC 35198	471881	gm1014	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Providencia rettgeri DSM 1131	521000	gm1015	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Edwardsiella tarda ATCC 23685	500638	gm1016	strain					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Providencia rustiganii	158850	gm0866	species					Trimethylamine	1146	HMDB0000906	CHEBI:18139
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Saccharomyces cerevisiae	4932	gm0816	species					"1-Phenyl-1,2-propanedione"	11363	HMDB0035243	CHEBI:63552
Prevotella copri	165179	gm0536	species					Succinate	160419		CHEBI:30031
Enterococcus durans	53345	gm0742	species					Butyrate	104775		CHEBI:17968
Enterococcus durans	53345	gm0742	species					Butyrate	104775		CHEBI:17968
Bacteroides thetaiotaomicron	818	gm0087	species					2-Oxoglutaric acid	51	HMDB0000208	CHEBI:30915
lactobacilli	1578	gm0870	genus					Indole-3-carboxaldehyde	10256	HMDB0029737	CHEBI:28238
Muribaculaceae	2005473	gm0462	family	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Porphyromonadaceae	171551	gm0532	family	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Coriobacteriaceae	84107	gm0226	family	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Bacteroidetes	200643	gm0090	phylum	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Actinobacteria	201174	gm0016	phylum	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Firmicutes	1239	gm0332	phylum	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Deferribacteres	200930	gm0240	phylum	Ferulic acid	445858	HMDB0000954	CHEBI:17620	3-(4-Hydroxy-3-methoxyphenyl)propionic acid	14340	HMDB0062121	CHEBI:86612
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium	1485	gm0187	genus					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bifidobacterium longum subsp. infantis	1682	gm0853	subspecies	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole-3-lactic acid	92904		CHEBI:24813
Limosilactobacillus reuteri	1598	gm1034	species					Ergothioneine	5351619	HMDB0003045	CHEBI:4828
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Clostridium butyricum"	1492	gm1035	species					Butyrate	104775		CHEBI:17968
"
Butyricicoccus pullicaecorum"	501571	gm1039	species					Butyrate	104775		CHEBI:17968
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides	816	gm0077	genus	Cholic acid	221493	HMDB0000619	CHEBI:16359	Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroides intestinalis  AM-0		gm1040	strain	Cholic acid	221493	HMDB0000619	CHEBI:16359	7-Ketodeoxycholic acid	188292	HMDB0000391	CHEBI:16390
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Bacteroidaceae	815	gm0072	family					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Clostridium sporogenes ATCC 15579	471871	gm1012	strain	Indole	798	HMDB0000738	CHEBI:16881	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Enterococcus avium LY1		gm1041	strain	Rutin	5280805	HMDB0003249	CHEBI:28527	Quercetin	5280343	HMDB0005794	CHEBI:16243
Enterococcus avium LY1		gm1041	strain	Rutin	5280805	HMDB0003249	CHEBI:28527	"3,4-Dihydroxyphenylacetic acid"	547	HMDB0001336	CHEBI:41941
Enterococcus avium LY1		gm1041	strain	Quercitrin	5280459	HMDB0033751	CHEBI:17558	Quercetin	5280343	HMDB0005794	CHEBI:16243
Enterococcus avium LY1		gm1041	strain	Quercitrin	5280459	HMDB0033751	CHEBI:17558	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Enterococcus avium LY1		gm1041	strain	Quercitrin	5280459	HMDB0033751	CHEBI:17558	Isorhamnetin	5281654	HMDB0002655	CHEBI:6052
Enterococcus avium LY1		gm1041	strain	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Quercetin	5280343	HMDB0005794	CHEBI:16243
Enterococcus avium LY1		gm1041	strain	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Kaempferol	5280863	HMDB0005801	CHEBI:28499
Enterococcus avium LY1		gm1041	strain	Isoquercitrin	5280804	HMDB0037362	CHEBI:68352	Isorhamnetin	5281654	HMDB0002655	CHEBI:6052
Odoribacter splanchnicus	28118	gm0873	species					Quinic acid	6508	HMDB0003072	CHEBI:17521
Phocaeicola vulgatus	821	gm0874	species					Lysophosphatidylethanolamine	73755142		
Bacteroides ovatus	28116	gm0084	species					Lysophosphatidylethanolamine	73755142		
Bacteroides ovatus	28116	gm0084	species					"4'-Hydroxy-3',5,6,7,8-pentamethoxyflavone"	21593928	HMDB0029547	CHEBI:175929
Odoribacter splanchnicus	28118	gm0873	species					"4'-Hydroxy-3',5,6,7,8-pentamethoxyflavone"	21593928	HMDB0029547	CHEBI:175929
Bacteroides caccae	47678	gm0079	species					Acetate	175		CHEBI:30089
Bacteroides caccae	47678	gm0079	species					Propionate	104745		CHEBI:17272
Bacteroides caccae	47678	gm0079	species					Succinate	160419		CHEBI:30031
Bacteroides thetaiotaomicron	818	gm0087	species					Acetate	175		CHEBI:30089
Bacteroides thetaiotaomicron	818	gm0087	species					Propionate	104745		CHEBI:17272
Bacteroides thetaiotaomicron	818	gm0087	species					Succinate	160419		CHEBI:30031
Phocaeicola massiliensis	204516	gm0875	species					Acetate	175		CHEBI:30089
Phocaeicola massiliensis	204516	gm0875	species					Propionate	104745		CHEBI:17272
Phocaeicola massiliensis	204516	gm0875	species					Succinate	160419		CHEBI:30031
Parabacteroides distasonis	823	gm0496	species					Acetate	175		CHEBI:30089
Parabacteroides distasonis	823	gm0496	species					Propionate	104745		CHEBI:17272
Parabacteroides distasonis	823	gm0496	species					Succinate	160419		CHEBI:30031
Parabacteroides distasonis	823	gm0496	species					Butyrate	104775		CHEBI:17968
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Firmicutes	1239	gm0332	phylum	Lactic acid	612	HMDB0144295	CHEBI:78320	Propionate	104745		CHEBI:17272
Blautia hydrogenotrophica	53443	gm0876	species	Pyruvate	107735		CHEBI:15361	Acetate	175		CHEBI:30089
Blautia hydrogenotrophica	53443	gm0876	species	Pyruvate	107735		CHEBI:15361	Acetate	175		CHEBI:30089
Blautia hydrogenotrophica	53443	gm0876	species	Pyruvate	107735		CHEBI:15361	Acetate	175		CHEBI:30089
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Eubacterium rectale	39491	gm0316	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Anaerobutyricum hallii	39488	gm0776	species					Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
